birth_year,height.cm,height.in,study
1950,189.03807450578088,74.4244387818035,BLS_wage
1950,166.46535877693432,65.5375428255647,BLS_wage
1950,161.61816225308465,63.6291977374349,BLS_wage
1950,160.29574665525465,63.1085616752971,BLS_wage
1950,161.04230827056324,63.4024835710879,BLS_wage
1950,163.5747491617686,64.3995075440034,BLS_wage
1950,156.60706759911037,61.6563258264214,BLS_wage
1950,184.65430109065488,72.6985437364783,BLS_wage
1950,182.98024579839318,72.0394668497611,BLS_wage
1950,183.47672870537738,72.2349325611722,BLS_wage
1950,176.5608519259234,69.5121464275289,BLS_wage
1950,172.80028498040963,68.0316082600038,BLS_wage
1950,171.5946121500385,67.556933917338,BLS_wage
1950,166.19369117392694,65.4305870763492,BLS_wage
1950,166.7836504917964,65.6628545243293,BLS_wage
1950,172.10727259573994,67.7587687384803,BLS_wage
1950,173.61368015353094,68.3518425801303,BLS_wage
1950,176.80831237284934,69.6095718003344,BLS_wage
1950,163.0287968215439,64.1845656777732,BLS_wage
1950,185.60950724027126,73.0746091497131,BLS_wage
1950,158.43383863040705,62.3755270198453,BLS_wage
1950,160.0807824682583,63.0239301056135,BLS_wage
1950,170.7639559398732,67.2299039133359,BLS_wage
1950,166.49981381580236,65.551107801497,BLS_wage
1950,183.08229927976157,72.0796453857329,BLS_wage
1950,160.25147041012988,63.0911300827283,BLS_wage
1950,163.38181424789605,64.3235489164945,BLS_wage
1950,181.97284618229145,71.6428528276738,BLS_wage
1950,195.05446049711665,76.7930946839042,BLS_wage
1950,162.29054239537578,63.8939143288881,BLS_wage
1950,162.05866260272913,63.8026230719406,BLS_wage
1950,181.84426786028325,71.5922314410564,BLS_wage
1950,171.50578724670694,67.5219634829555,BLS_wage
1950,163.56165274812383,64.3943514756393,BLS_wage
1950,155.39268556875635,61.1782226648647,BLS_wage
1950,170.13905088451685,66.9838783009909,BLS_wage
1950,165.90379764469333,65.3164557656273,BLS_wage
1950,161.47843026852223,63.5741851450875,BLS_wage
1950,169.19194122485354,66.6110004822258,BLS_wage
1950,164.87585790523326,64.9117550808005,BLS_wage
1950,164.56578715901355,64.7896799838636,BLS_wage
1950,170.02173424064188,66.937690645922,BLS_wage
1950,173.1589448908857,68.1728129491676,BLS_wage
1950,153.54467620625158,60.4506599237211,BLS_wage
1950,164.57486403965856,64.7932535589207,BLS_wage
1950,157.00989426006552,61.8149190000258,BLS_wage
1950,181.7932490773406,71.5721453060396,BLS_wage
1950,170.97859079665494,67.3144058254547,BLS_wage
1950,177.5456783392839,69.8998733619228,BLS_wage
1950,177.19472312358667,69.7617020171601,BLS_wage
1950,172.07603642077657,67.7464710318018,BLS_wage
1950,152.88316268481316,60.190221529454,BLS_wage
1950,180.35650968926961,71.0064998776652,BLS_wage
1950,180.7636672582523,71.1667981331702,BLS_wage
1950,184.74849987416982,72.7356298717204,BLS_wage
1950,173.07108669762502,68.1382231093012,BLS_wage
1950,168.60472054992331,66.3798112401273,BLS_wage
1950,175.851272693565,69.2327845250256,BLS_wage
1950,160.71580200836985,63.2739377985708,BLS_wage
1950,157.04251731220157,61.8277627213392,BLS_wage
1950,163.12187139131592,64.2212092091795,BLS_wage
1950,162.15681338725622,63.841265113093,BLS_wage
1950,170.11591611927852,66.9747701257002,BLS_wage
1950,181.4867822962581,71.451489093015,BLS_wage
1950,151.41612149583636,59.6126462582033,BLS_wage
1950,167.13043925137728,65.7993855320383,BLS_wage
1950,168.80342294880654,66.4580405310262,BLS_wage
1950,164.09131618087181,64.60288038617,BLS_wage
1950,178.9188229295752,70.4404814683367,BLS_wage
1950,167.44394630726438,65.922813506797,BLS_wage
1950,157.1163401983584,61.8568268497474,BLS_wage
1950,167.0924780177139,65.7844401644543,BLS_wage
1950,182.45145079737063,71.8312798414845,BLS_wage
1950,170.29513640659388,67.0453292939346,BLS_wage
1950,173.49598543827418,68.3055060780607,BLS_wage
1950,177.864667792432,70.0254597608,BLS_wage
1950,156.99838013712787,61.810385880759,BLS_wage
1950,159.8957203487678,62.9510710034519,BLS_wage
1950,167.1856878738244,65.8211369581986,BLS_wage
1950,178.80977239335414,70.3975481863599,BLS_wage
1950,173.67957248366906,68.3777844423894,BLS_wage
1950,177.62905769722082,69.9326998807956,BLS_wage
1950,168.07638705178624,66.1718059259001,BLS_wage
1950,173.87916228192404,68.4563631031197,BLS_wage
1950,177.555798086226,69.9038575142622,BLS_wage
1950,155.3201312752998,61.1496579824015,BLS_wage
1950,160.94289967318986,63.3633463280275,BLS_wage
1950,162.9335928509525,64.1470837995876,BLS_wage
1950,170.9887116471305,67.3183904122561,BLS_wage
1950,154.11433757963118,60.6749360549729,BLS_wage
1950,174.85589246317733,68.840902544558,BLS_wage
1950,171.91413548331695,67.6827305052429,BLS_wage
1950,163.82179220397495,64.4967685842421,BLS_wage
1950,169.70350663125507,66.8124041855335,BLS_wage
1950,174.61595187450294,68.7464377458673,BLS_wage
1950,170.35182861044547,67.0676490592305,BLS_wage
1950,173.07050224952397,68.1379930116236,BLS_wage
1950,160.89095785076736,63.3428967916407,BLS_wage
1950,181.32213241739672,71.3866663060617,BLS_wage
1950,162.53037603415558,63.9883370213211,BLS_wage
1950,173.9554217681241,68.4863865228835,BLS_wage
1950,171.49100449322734,67.5161435012706,BLS_wage
1950,166.62614312780545,65.6008437511045,BLS_wage
1950,195.0724926130661,76.800193942152,BLS_wage
1950,170.44766720501704,67.1053807893768,BLS_wage
1950,157.86517432077324,62.1516434333753,BLS_wage
1950,169.84376562340663,66.8676242611837,BLS_wage
1950,155.04719442078368,61.0422025278676,BLS_wage
1950,162.87314586040554,64.1232857718132,BLS_wage
1950,156.32383053445253,61.5448151710443,BLS_wage
1950,158.89284043657585,62.5562363923527,BLS_wage
1950,173.1359645570489,68.1637655736413,BLS_wage
1950,161.68402382503737,63.6551274901722,BLS_wage
1950,183.82873392544684,72.373517293483,BLS_wage
1950,162.93358926594723,64.1470823881682,BLS_wage
1950,155.76981736094234,61.3266997484025,BLS_wage
1950,188.89064695690757,74.3663964397274,BLS_wage
1950,178.3338115327154,70.2101620207541,BLS_wage
1950,180.6097176002945,71.106188031612,BLS_wage
1950,158.99090386927588,62.594844043022,BLS_wage
1950,162.69961052669203,64.0549647742882,BLS_wage
1950,156.39699189016585,61.573618854396,BLS_wage
1950,179.01970645201405,70.4801993905567,BLS_wage
1950,180.8122037148894,71.1859069743659,BLS_wage
1950,181.44144159319345,71.4336384225171,BLS_wage
1950,178.3812754080816,70.2288485858589,BLS_wage
1950,170.893379433062,67.2808580445126,BLS_wage
1950,161.94707565878508,63.7586912042461,BLS_wage
1950,170.39974964257323,67.0865156073123,BLS_wage
1950,156.66617861104203,61.679597878363,BLS_wage
1950,158.20643574042253,62.285998323001,BLS_wage
1950,173.46289125660897,68.2924768726807,BLS_wage
1950,156.43728567711074,61.5894825500436,BLS_wage
1950,173.78104736992157,68.4177351850085,BLS_wage
1950,187.93778802999756,73.9912551299203,BLS_wage
1950,171.60512368328412,67.5610723162536,BLS_wage
1950,158.33834131744703,62.3379296525382,BLS_wage
1950,168.2496225957991,66.2400088959839,BLS_wage
1950,172.97012077565762,68.0984727463219,BLS_wage
1950,151.81800912435642,59.7708697339986,BLS_wage
1950,172.88098663339846,68.0633805643301,BLS_wage
1950,182.06757605221134,71.6801480520517,BLS_wage
1950,168.5536592076114,66.3597083494533,BLS_wage
1950,173.62489590669506,68.3562582309823,BLS_wage
1950,173.8796179022546,68.4565424812026,BLS_wage
1950,174.7167049002693,68.7861042914446,BLS_wage
1950,162.8196963522862,64.1022426583804,BLS_wage
1950,165.3882531149592,65.1134854783304,BLS_wage
1950,154.04893202778874,60.6491858377121,BLS_wage
1950,183.19928560107016,72.1257029925473,BLS_wage
1950,166.3972543767746,65.5107300695963,BLS_wage
1950,172.54702171825343,67.931898314273,BLS_wage
1950,178.93010502839934,70.4449232395273,BLS_wage
1950,181.26927032378964,71.3658544581849,BLS_wage
1950,180.6576862156484,71.1250733132474,BLS_wage
1950,173.12674750814216,68.1601368142292,BLS_wage
1950,152.68785232356294,60.1133276864421,BLS_wage
1950,159.48202176928982,62.7881975469645,BLS_wage
1950,172.91741358242453,68.0777218828443,BLS_wage
1950,162.68913898441008,64.0508421198465,BLS_wage
1950,177.07812281602523,69.7157963842619,BLS_wage
1950,173.2805082395208,68.2206725352444,BLS_wage
1950,154.64500311831472,60.8838594953995,BLS_wage
1950,173.75515083780974,68.4075396999251,BLS_wage
1950,167.6450291572744,66.0019799831789,BLS_wage
1950,177.28664036415057,69.7978899071459,BLS_wage
1950,180.3672068047849,71.0107113404665,BLS_wage
1950,165.46172330508938,65.1424107500352,BLS_wage
1950,167.55645639891276,65.9671088184696,BLS_wage
1950,177.77595280126673,69.9905325989239,BLS_wage
1950,157.1667600796325,61.8766771967057,BLS_wage
1950,167.91655687588744,66.1088806597982,BLS_wage
1950,155.07793587272053,61.054305461701,BLS_wage
1950,181.77145586634063,71.5635653017089,BLS_wage
1950,188.82518096738949,74.3406224281061,BLS_wage
1950,169.10555056605966,66.5769884118345,BLS_wage
1950,167.92052558839322,66.1104431450367,BLS_wage
1950,157.39283992351508,61.9656850092579,BLS_wage
1950,182.2335996178864,71.7455116605852,BLS_wage
1950,163.98803828244098,64.5622197962366,BLS_wage
1950,152.90500378715345,60.1988203886431,BLS_wage
1950,157.2675869877311,61.9163728298154,BLS_wage
1950,168.6904221390235,66.4135520232376,BLS_wage
1950,161.79424382401174,63.6985211905558,BLS_wage
1950,181.07892273630472,71.2909144631121,BLS_wage
1950,165.7445405314584,65.2537561147474,BLS_wage
1950,185.43387153943058,73.0054612359963,BLS_wage
1950,174.3457889192226,68.6400743776467,BLS_wage
1950,163.52888926751453,64.3814524675254,BLS_wage
1950,155.09307089051242,61.060264130123,BLS_wage
1950,169.64498624094304,66.7893646617886,BLS_wage
1950,157.04641701956749,61.8292980391998,BLS_wage
1950,159.0282826052419,62.6095600808039,BLS_wage
1950,171.10622588026337,67.3646558583714,BLS_wage
1950,172.76310731225635,68.0169713827781,BLS_wage
1950,183.04293325217907,72.0641469496768,BLS_wage
1950,178.07590481655197,70.1086239435244,BLS_wage
1950,177.42531214700534,69.8524850972462,BLS_wage
1950,171.3363374421419,67.4552509614732,BLS_wage
1950,161.1709465577266,63.4531285660341,BLS_wage
1950,168.3841322379093,66.2929654479958,BLS_wage
1950,167.22038317190945,65.8347965243738,BLS_wage
1950,180.3654875807184,71.0100344805978,BLS_wage
1950,169.21333722413993,66.6194241039921,BLS_wage
1950,191.94421547578656,75.5685887699947,BLS_wage
1950,175.13858603111467,68.9521992248483,BLS_wage
1950,165.98578448773839,65.3487340502907,BLS_wage
1950,156.85037595773574,61.7521165187936,BLS_wage
1950,156.8808962026705,61.7641323632561,BLS_wage
1950,158.52513248990277,62.4114694842137,BLS_wage
1950,157.23699595225037,61.9043291150592,BLS_wage
1950,154.02206918302,60.6386099145748,BLS_wage
1950,164.65442606669396,64.8245771916118,BLS_wage
1950,183.5677133773965,72.2707532981876,BLS_wage
1950,182.04757889746224,71.6722751564812,BLS_wage
1950,161.97815796712405,63.7709283335134,BLS_wage
1950,179.79794634995048,70.7865930511616,BLS_wage
1950,183.9208787547006,72.4097947853152,BLS_wage
1950,167.86346681450948,66.0879790608305,BLS_wage
1950,165.09829395032497,64.9993283268996,BLS_wage
1950,163.90442101901874,64.5292996137869,BLS_wage
1950,156.8264085102872,61.7426805158611,BLS_wage
1950,167.23438792544877,65.8403102068696,BLS_wage
1950,171.19508824991522,67.3996410432737,BLS_wage
1950,162.61657496850464,64.0222736096475,BLS_wage
1950,160.5944000044837,63.2261417340487,BLS_wage
1950,171.43551747858055,67.4942982199136,BLS_wage
1950,172.72538588362292,68.0021204266232,BLS_wage
1950,162.19908148007926,63.8579060945194,BLS_wage
1950,163.56346316036303,64.3950642363634,BLS_wage
1950,168.75507921842865,66.4390075663105,BLS_wage
1950,164.5040590134635,64.7653775643557,BLS_wage
1950,163.9279467710014,64.5385617208667,BLS_wage
1950,181.82825310220946,71.5859264181927,BLS_wage
1950,173.6044830628485,68.3482216782868,BLS_wage
1950,189.06033799884844,74.4332039365545,BLS_wage
1950,160.5729489414814,63.2176964336541,BLS_wage
1950,163.3583642091881,64.3143166177906,BLS_wage
1950,173.10470799865206,68.151459841989,BLS_wage
1950,171.43718526592465,67.4949548291042,BLS_wage
1950,170.98307742649698,67.3161722151563,BLS_wage
1950,185.38627706508152,72.9867232539691,BLS_wage
1950,179.0475346507969,70.4911553743295,BLS_wage
1950,164.80981210174502,64.8857527959626,BLS_wage
1950,174.0928485257552,68.5404915455729,BLS_wage
1950,194.76889544943816,76.6806674997788,BLS_wage
1950,171.9426645364193,67.6939624159131,BLS_wage
1950,157.40719273599328,61.971335722832,BLS_wage
1950,163.1002649459569,64.2127027346287,BLS_wage
1950,170.74508649279832,67.2224749971647,BLS_wage
1950,177.5514414888155,69.9021423184313,BLS_wage
1950,156.91471715927128,61.7774477005005,BLS_wage
1950,160.22663246109164,63.0813513626345,BLS_wage
1950,158.33056719291022,62.3348689735867,BLS_wage
1950,174.48742179748612,68.695835353341,BLS_wage
1950,162.80894989415992,64.0980117693543,BLS_wage
1950,175.34637189576867,69.0340046833735,BLS_wage
1950,148.99720563892262,58.6603171806782,BLS_wage
1950,168.21467156655626,66.2262486482505,BLS_wage
1950,157.71178939871035,62.0912556687836,BLS_wage
1950,190.8516658113896,75.1384511068463,BLS_wage
1950,160.8182661762694,63.3142780221533,BLS_wage
1950,163.9674129646457,64.5540995923802,BLS_wage
1950,177.2929144691769,69.800360027235,BLS_wage
1950,172.32184896229302,67.84324762295,BLS_wage
1950,164.9731825814395,64.9500718824565,BLS_wage
1950,175.81449912149458,69.2183067407459,BLS_wage
1950,182.59075193314803,71.886122808326,BLS_wage
1950,161.3516097463482,63.5242558056489,BLS_wage
1950,159.20353746877058,62.6785580585711,BLS_wage
1950,186.62381268165532,73.4739420006517,BLS_wage
1950,190.73894406605046,75.094072466949,BLS_wage
1950,164.52358113610188,64.7730634394102,BLS_wage
1950,168.28395472256932,66.2535254813265,BLS_wage
1950,168.6395130772284,66.393509085523,BLS_wage
1950,162.56835955020517,64.0032911614981,BLS_wage
1950,166.55781287941616,65.5739420785103,BLS_wage
1950,163.26145776801283,64.2761644755956,BLS_wage
1950,159.12251599334166,62.6466598398983,BLS_wage
1950,184.30173040905493,72.5597363815177,BLS_wage
1950,182.32707494357138,71.78231296991,BLS_wage
1950,181.6198008340597,71.5038585960865,BLS_wage
1950,162.96069033318668,64.1577520996798,BLS_wage
1950,163.13832559816538,64.2276872433722,BLS_wage
1950,172.2068723344476,67.7979812340345,BLS_wage
1950,158.18855041334413,62.2789568556473,BLS_wage
1950,174.00040309541401,68.5040957068559,BLS_wage
1950,152.6862073431676,60.1126800563652,BLS_wage
1950,165.0474884952978,64.9793261792511,BLS_wage
1950,192.96255209167944,75.9695086975116,BLS_wage
1950,183.71287011408702,72.3279016197193,BLS_wage
1950,156.88475230272383,61.7656505128834,BLS_wage
1950,156.50565865637262,61.616401045816,BLS_wage
1950,179.20735807598103,70.5540779826697,BLS_wage
1950,188.1662355746421,74.0811951081268,BLS_wage
1950,166.29994000198792,65.4724173236173,BLS_wage
1950,160.94789259127816,63.3653120438103,BLS_wage
1950,169.79901076294013,66.850004237378,BLS_wage
1950,160.69587931788053,63.266094219638,BLS_wage
1950,164.4535855688294,64.7455061294604,BLS_wage
1950,161.39683417211762,63.5420606976841,BLS_wage
1950,164.90469977280594,64.923110146774,BLS_wage
1950,160.63469866270665,63.2420073475223,BLS_wage
1950,176.5923857261008,69.5245613094885,BLS_wage
1950,172.6643592718989,67.978094201535,BLS_wage
1950,169.03379221708514,66.5487370933406,BLS_wage
1950,164.05530769278758,64.5887038160581,BLS_wage
1950,174.66738217192227,68.7666858944576,BLS_wage
1950,172.93307174898672,68.083886515349107,BLS_wage
1950,167.17242033147718,65.8159135163296,BLS_wage
1950,181.36203522469384,71.4023760727141,BLS_wage
1950,161.9593862117362,63.7635378786363,BLS_wage
1950,186.7544735953863,73.5253833052702,BLS_wage
